mean,LCI,UCI,contrasts,sig,outcome,species,habitat,month,est
-0.06563626502648374,-0.7911782948647729,0.6420057374372222,urbanopen_cntrst_6,No, - ,American Goldfinch,Urban open,June,-0.06563626502648374
-0.06563626502648373,-0.7911782948647729,0.6420057374372222,urbanopen_cntrst_7,No, - ,American Goldfinch,Urban open,July,-0.06563626502648373
-0.06563626502648374,-0.7911782948647729,0.6420057374372222,urbanopen_cntrst_8,No, - ,American Goldfinch,Urban open,August,-0.06563626502648374
-0.2226362099034447,-1.1061390378830414,0.5628060289727681,urbanforest_cntrst_6,No, - ,American Goldfinch,Urban forest,June,-0.2226362099034447
79.69120187911928,4.128732502554335,218.3611477009869,urbanforest_cntrst_7,Yes,less vocalization during extremes,American Goldfinch,Urban forest,July,2
-0.16474021746988246,-1.4811734598613424,1.2040803537964255,urbanforest_cntrst_8,No, - ,American Goldfinch,Urban forest,August,-0.16474021746988246
0.19092359392256608,-0.7454705857333672,0.9908579100663372,exurbanopen_cntrst_6,No, - ,American Goldfinch,Exurban open,June,0.19092359392256608
0.46294409767308303,-0.23777702697320272,1.2249332287086159,exurbanopen_cntrst_7,No, - ,American Goldfinch,Exurban open,July,0.46294409767308303
-0.6123577938342452,-1.3629903736544884,0.06846653077234346,exurbanopen_cntrst_8,No, - ,American Goldfinch,Exurban open,August,-0.6123577938342452
0.6147461286509861,-0.5977280163494691,1.9592924067314326,exurbanforest_cntrst_6,No, - ,American Goldfinch,Exurban forest,June,0.6147461286509861
1.9451041367294393,0.9454126560370703,3.0622391504177977,exurbanforest_cntrst_7,Yes,less vocalization during extremes,American Goldfinch,Exurban forest,July,1.9451041367294393
-0.908572034963599,-1.5393225289669625,-0.29390660898119797,exurbanforest_cntrst_8,Yes,more vocalization during extremes,American Goldfinch,Exurban forest,August,-0.908572034963599
1.8850325542419364,0.8985272055273967,2.8889652956818628,urbanopen_cntrst_6,Yes,less vocalization during extremes,American Robin,Urban open,June,1.8850325542419364
1.8850325542419364,0.8985272055273967,2.8889652956818628,urbanopen_cntrst_7,Yes,less vocalization during extremes,American Robin,Urban open,July,1.8850325542419364
1.8850325542419364,0.8985272055273967,2.8889652956818628,urbanopen_cntrst_8,Yes,less vocalization during extremes,American Robin,Urban open,August,1.8850325542419364
0.9946138954803077,0.19225174689425475,1.8099204941412976,urbanforest_cntrst_6,Yes,less vocalization during extremes,American Robin,Urban forest,June,0.9946138954803077
-1.9023433250496802,-2.85863636943917,-1.075546636121593,urbanforest_cntrst_7,Yes,more vocalization during extremes,American Robin,Urban forest,July,-1.9023433250496802
76.03534618950663,4.385693910856295,207.63043849281573,urbanforest_cntrst_8,Yes,less vocalization during extremes,American Robin,Urban forest,August,2
-0.3776441839100162,-2.3874157692799445,1.4497458775424445,exurbanopen_cntrst_6,No, - ,American Robin,Exurban open,June,-0.3776441839100162
-1.7965758314252966,-4.853636848436811,1.0165020895040462,exurbanopen_cntrst_7,No, - ,American Robin,Exurban open,July,-1.7965758314252966
47.418213266743294,-111.10186772552113,232.74257607348235,exurbanopen_cntrst_8,No, - ,American Robin,Exurban open,August,2
0.7017446780207208,-0.15185540743061232,1.5905401649815283,exurbanforest_cntrst_6,No, - ,American Robin,Exurban forest,June,0.7017446780207208
-0.42938594059784796,-1.2935283682177101,0.35584441565356634,exurbanforest_cntrst_7,No, - ,American Robin,Exurban forest,July,-0.42938594059784796
37.880543486384866,-110.64258399472186,214.60839429449467,exurbanforest_cntrst_8,No, - ,American Robin,Exurban forest,August,2
-0.9114980409865787,-2.3611282317917492,0.3778643226333446,urbanopen_cntrst_6,No, - ,Blue Jay,Urban open,June,-0.9114980409865787
-0.9114980409865787,-2.3611282317917492,0.3778643226333446,urbanopen_cntrst_7,No, - ,Blue Jay,Urban open,July,-0.9114980409865787
-0.9114980409865787,-2.361128231791749,0.3778643226333446,urbanopen_cntrst_8,No, - ,Blue Jay,Urban open,August,-0.9114980409865787
0.5150888955884497,-0.7970900521418548,1.6612572812947533,urbanforest_cntrst_6,No, - ,Blue Jay,Urban forest,June,0.5150888955884497
-0.15298389211413324,-1.446134735660458,1.0489290249311243,urbanforest_cntrst_7,No, - ,Blue Jay,Urban forest,July,-0.15298389211413324
0.3256036752754495,-0.8965394905437369,1.4764070404973424,urbanforest_cntrst_8,No, - ,Blue Jay,Urban forest,August,0.3256036752754495
0.3705731491456547,-1.516241423627036,1.9074264418414988,exurbanopen_cntrst_6,No, - ,Blue Jay,Exurban open,June,0.3705731491456547
0.3901371591464766,-1.2055165004703767,1.734837952716783,exurbanopen_cntrst_7,No, - ,Blue Jay,Exurban open,July,0.3901371591464766
0.9769595249311145,-0.9669642271263215,2.803122208751709,exurbanopen_cntrst_8,No, - ,Blue Jay,Exurban open,August,0.9769595249311145
1.0951586900875545,-0.2670571415148558,2.415313875082627,exurbanforest_cntrst_6,No, - ,Blue Jay,Exurban forest,June,1.0951586900875545
0.17504944412254958,-1.0767195665313134,1.2952763810145955,exurbanforest_cntrst_7,No, - ,Blue Jay,Exurban forest,July,0.17504944412254958
2.1344794190863348,0.5677806615011333,3.7491413376136977,exurbanforest_cntrst_8,Yes,less vocalization during extremes,Blue Jay,Exurban forest,August,2
0.055389271971129396,-1.7157236608973114,1.6338120609007947,urbanopen_cntrst_6,No, - ,Carolina Chickadee,Urban open,June,0.055389271971129396
0.055389271971129396,-1.7157236608973114,1.6338120609007944,urbanopen_cntrst_7,No, - ,Carolina Chickadee,Urban open,July,0.055389271971129396
0.05538927197112941,-1.7157236608973114,1.633812060900795,urbanopen_cntrst_8,No, - ,Carolina Chickadee,Urban open,August,0.05538927197112941
-0.9662349606269196,-2.5213804237154576,0.23531418585176256,urbanforest_cntrst_6,No, - ,Carolina Chickadee,Urban forest,June,-0.9662349606269196
-0.2862772924037049,-1.8348138333244424,0.9347496014077344,urbanforest_cntrst_7,No, - ,Carolina Chickadee,Urban forest,July,-0.2862772924037049
-2.286896131051422,-3.7576224480962312,-1.063324281132757,urbanforest_cntrst_8,Yes,more vocalization during extremes,Carolina Chickadee,Urban forest,August,-2.286896131051422
0.4505098365517983,-1.4905914753144176,2.332462234496583,exurbanopen_cntrst_6,No, - ,Carolina Chickadee,Exurban open,June,0.4505098365517983
-1.160695591608957,-3.702043288498009,1.1415991113796253,exurbanopen_cntrst_7,No, - ,Carolina Chickadee,Exurban open,July,-1.160695591608957
77.25236002325022,5.157383139297339,215.53904426578356,exurbanopen_cntrst_8,Yes,less vocalization during extremes,Carolina Chickadee,Exurban open,August,2
-0.7705152452741671,-2.1815885860757707,0.289981439446393,exurbanforest_cntrst_6,No, - ,Carolina Chickadee,Exurban forest,June,-0.7705152452741671
0.03796024366746425,-1.0364710168638436,0.9752950704406755,exurbanforest_cntrst_7,No, - ,Carolina Chickadee,Exurban forest,July,0.03796024366746425
-0.7981089124833742,-1.8438414079539578,0.14323368409373496,exurbanforest_cntrst_8,No, - ,Carolina Chickadee,Exurban forest,August,-0.7981089124833742
0.150559359012025,-0.6076586797871091,0.9435338077139602,urbanopen_cntrst_6,No, - ,Carolina Wren,Urban open,June,0.150559359012025
0.150559359012025,-0.6076586797871091,0.9435338077139602,urbanopen_cntrst_7,No, - ,Carolina Wren,Urban open,July,0.150559359012025
0.150559359012025,-0.6076586797871091,0.9435338077139602,urbanopen_cntrst_8,No, - ,Carolina Wren,Urban open,August,0.150559359012025
0.200128277049789,-0.6522347916620154,0.9032429511256462,urbanforest_cntrst_6,No, - ,Carolina Wren,Urban forest,June,0.200128277049789
-0.18508150026531214,-0.9631227853727596,0.4956445034918643,urbanforest_cntrst_7,No, - ,Carolina Wren,Urban forest,July,-0.18508150026531214
-0.10806991283417378,-0.8959676961716778,0.6248770303280342,urbanforest_cntrst_8,No, - ,Carolina Wren,Urban forest,August,-0.10806991283417378
-0.9253410929702095,-1.8128465044397883,-0.055876321646540404,exurbanopen_cntrst_6,Yes,more vocalization during extremes,Carolina Wren,Exurban open,June,-0.9253410929702095
0.06370128906353988,-0.7884388917509509,0.834633460217208,exurbanopen_cntrst_7,No, - ,Carolina Wren,Exurban open,July,0.06370128906353988
0.5193372504709878,-0.43433170176535896,1.3689353632195902,exurbanopen_cntrst_8,No, - ,Carolina Wren,Exurban open,August,0.5193372504709878
0.21010565163557832,-0.5367894917200716,0.8833653058796879,exurbanforest_cntrst_6,No, - ,Carolina Wren,Exurban forest,June,0.21010565163557832
-0.47869232772482245,-1.0593432859586283,0.10263469805634047,exurbanforest_cntrst_7,No, - ,Carolina Wren,Exurban forest,July,-0.47869232772482245
-0.27989839993230914,-0.934115181596125,0.3267214583813764,exurbanforest_cntrst_8,No, - ,Carolina Wren,Exurban forest,August,-0.27989839993230914
-0.2848754114050404,-0.865665031095857,0.22418349491570783,urbanopen_cntrst_6,No, - ,Northern Cardinal,Urban open,June,-0.2848754114050404
-0.2848754114050404,-0.865665031095857,0.22418349491570783,urbanopen_cntrst_7,No, - ,Northern Cardinal,Urban open,July,-0.2848754114050404
-0.2848754114050404,-0.865665031095857,0.22418349491570783,urbanopen_cntrst_8,No, - ,Northern Cardinal,Urban open,August,-0.2848754114050404
-0.35955289534741014,-0.8973909332293416,0.1977251876633225,urbanforest_cntrst_6,No, - ,Northern Cardinal,Urban forest,June,-0.35955289534741014
0.23431308601105671,-0.28686602807740874,0.7490209810090109,urbanforest_cntrst_7,No, - ,Northern Cardinal,Urban forest,July,0.23431308601105671
-0.3515027200973041,-0.9661290657040482,0.20625021284800366,urbanforest_cntrst_8,No, - ,Northern Cardinal,Urban forest,August,-0.3515027200973041
0.13800817883471908,-0.6532815164095362,0.7871747128777214,exurbanopen_cntrst_6,No, - ,Northern Cardinal,Exurban open,June,0.13800817883471908
-0.36557840125667684,-1.0231735168830727,0.2964031647936746,exurbanopen_cntrst_7,No, - ,Northern Cardinal,Exurban open,July,-0.36557840125667684
0.22249150188724565,-0.4546632842339115,0.8585118191774243,exurbanopen_cntrst_8,No, - ,Northern Cardinal,Exurban open,August,0.22249150188724565
0.11884875357910558,-0.44023250670989134,0.6392369502636789,exurbanforest_cntrst_6,No, - ,Northern Cardinal,Exurban forest,June,0.11884875357910558
-0.5822244955282634,-1.0120248644853624,-0.1567476016095668,exurbanforest_cntrst_7,Yes,more vocalization during extremes,Northern Cardinal,Exurban forest,July,-0.5822244955282634
0.09141822827581174,-0.3565844545147712,0.5197945036287923,exurbanforest_cntrst_8,No, - ,Northern Cardinal,Exurban forest,August,0.09141822827581174
0.552929010055565,-0.7999831476761781,2.0455644153726023,urbanopen_cntrst_6,No, - ,Red-bellied Woodpecker,Urban open,June,0.552929010055565
0.552929010055565,-0.7999831476761782,2.0455644153726023,urbanopen_cntrst_7,No, - ,Red-bellied Woodpecker,Urban open,July,0.552929010055565
0.552929010055565,-0.7999831476761781,2.0455644153726023,urbanopen_cntrst_8,No, - ,Red-bellied Woodpecker,Urban open,August,0.552929010055565
1.5626540872733083,0.225109301859464,2.840892182032574,urbanforest_cntrst_6,Yes,less vocalization during extremes,Red-bellied Woodpecker,Urban forest,June,1.5626540872733083
-0.2062880425367191,-1.5233003774057439,1.0880252152270997,urbanforest_cntrst_7,No, - ,Red-bellied Woodpecker,Urban forest,July,-0.2062880425367191
2.304869115866218,-0.07020959422015262,5.441364441231201,urbanforest_cntrst_8,No, - ,Red-bellied Woodpecker,Urban forest,August,2
2.211471013578269,-0.3175788752883585,6.008369443101617,exurbanopen_cntrst_6,No, - ,Red-bellied Woodpecker,Exurban open,June,2
-0.6004226835018993,-1.7942581454444602,0.5270822065484392,exurbanopen_cntrst_7,No, - ,Red-bellied Woodpecker,Exurban open,July,-0.6004226835018993
0.7364530827137515,-0.9569258127518931,2.428279557540719,exurbanopen_cntrst_8,No, - ,Red-bellied Woodpecker,Exurban open,August,0.7364530827137515
1.2440315748911805,-0.04553776684242785,2.620593201599007,exurbanforest_cntrst_6,No, - ,Red-bellied Woodpecker,Exurban forest,June,1.2440315748911805
0.13829243419593523,-0.7473080903421185,1.0098458116111384,exurbanforest_cntrst_7,No, - ,Red-bellied Woodpecker,Exurban forest,July,0.13829243419593523
1.088362390262034,0.17838416305763097,1.9936763233659922,exurbanforest_cntrst_8,Yes,less vocalization during extremes,Red-bellied Woodpecker,Exurban forest,August,1.088362390262034
0.4616121739970655,-1.1520820448971187,2.316647125676755,urbanopen_cntrst_6,No, - ,Tufted Titmouse,Urban open,June,0.4616121739970655
0.4616121739970655,-1.1520820448971187,2.3166471256767553,urbanopen_cntrst_7,No, - ,Tufted Titmouse,Urban open,July,0.4616121739970655
0.4616121739970655,-1.1520820448971187,2.316647125676755,urbanopen_cntrst_8,No, - ,Tufted Titmouse,Urban open,August,0.4616121739970655
-1.1847925967615673,-2.2472712409635323,-0.12451239031241715,urbanforest_cntrst_6,Yes,more vocalization during extremes,Tufted Titmouse,Urban forest,June,-1.1847925967615673
-0.25003247660310496,-1.4259160906954693,0.809639533735236,urbanforest_cntrst_7,No, - ,Tufted Titmouse,Urban forest,July,-0.25003247660310496
-0.8731391975182119,-1.9544555213987254,0.20400474612366726,urbanforest_cntrst_8,No, - ,Tufted Titmouse,Urban forest,August,-0.8731391975182119
-0.10276810487869284,-1.4260734772894876,1.1914318446929446,exurbanopen_cntrst_6,No, - ,Tufted Titmouse,Exurban open,June,-0.10276810487869284
-0.7337312637501002,-1.791360805383585,0.2761091712100074,exurbanopen_cntrst_7,No, - ,Tufted Titmouse,Exurban open,July,-0.7337312637501002
1.540048207535378,-0.19905433958179752,3.707482382164362,exurbanopen_cntrst_8,No, - ,Tufted Titmouse,Exurban open,August,1.540048207535378
-0.002503499907577097,-0.9660579477452618,0.910289444533969,exurbanforest_cntrst_6,No, - ,Tufted Titmouse,Exurban forest,June,-0.002503499907577097
-0.6063073346778501,-1.352558579758325,0.10467585276343219,exurbanforest_cntrst_7,No, - ,Tufted Titmouse,Exurban forest,July,-0.6063073346778501
0.5245584753008691,-0.31283444234005664,1.4812448766312198,exurbanforest_cntrst_8,No, - ,Tufted Titmouse,Exurban forest,August,0.5245584753008691
